Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,Elsewhere,24 May 2023 – 09 Sep 2023,Bethlem Gallery,"London, United Kingdom",https://www.artrabbit.com/events/elsewhere-bethlem-gallery,img.artrabbit.com/events/elsewhere-bethlem-gallery/images/uOkas5Bc3B8b/350x265/unnamed-1-crop.jpg,Elsewhere,"What do we gain when we think about elsewhere – and what do we learn about here?

Work from seven contemporary artists will occupy the gallery and landscape at Bethlem Royal Hospital throughout the summer. ‘Elsewhere’ is guest curated by artist Beth Hopkins. The exhibition interrogates the idea of public space – how we can use creativity to move beyond closed and restricted spaces to spaces of radical openness. Exhibiting works are playful, highly personal and political. The artists interrogate the notion of power and control over public space – from a queer utopia built in collaboration with a childhood friend to a pastoral folk vision of a hoped-for future, where land is not owned by a privileged few but is freely accessible to everyone. "
Exhibition,James Butler RA Remembered,23 May 2023 – 30 Jul 2023,Chris Beetles Gallery,"London, United Kingdom",https://www.artrabbit.com/events/james-butler-ra-remembered,img.artrabbit.com/events/james-butler-ra-remembered/images/nkrNfgFnj3nu/350x219/Screenshot-2023-05-10-at-15-50-56.jpg,James Butler RA Remembered,"A memorial exhibition for the late James Butler RA, celebrating his life and sculpture. James Butler"
Exhibition,Art Now: Rhea Dillon: An Alterable Terrain,23 May 2023 – 01 Jan 2024,Tate Britain,"London, United Kingdom",https://www.artrabbit.com/events/art-now-rhea-dillon-an-alterable-terrain,img.artrabbit.com/events/art-now-rhea-dillon-an-alterable-terrain/images/fPgBuZCiKnC6/350x233/Rhea-Dillon-An-Unholy-Trinity-the-Imaginary-Symbolic-and-Real-2022.jpg,Art Now: Rhea Dillon: An Alterable Terrain,"A new body of sculptures by Rhea Dillon that consider the formation of British and Caribbean identities Rhea Dillon: An Alterable Terrain brings together new and existing sculptures as a conceptual fragmentation of a Black woman’s body. Examining material and colonial histories, theories of minimalism and abstraction, and Black feminist epistemologies. Dillon’s works evoke elements – including the eyes, mouth, soul and hands – of an amorphous, conceptual body that considers the formation of Caribbean and British identities."
Exhibition,The Offbeat Sari,19 May 2023 – 17 Sep 2023,Design Museum,"London, United Kingdom",https://www.artrabbit.com/events/the-offbeat-sari,img.artrabbit.com/events/the-offbeat-sari/images/Gt0rEpLa02cU/350x348/The-Offbeat-Sari-Model-Rachi-Chitkara-Photographed-by-Pankaj-Dahalia.jpg,The Offbeat Sari,"Worn as an everyday garment by some and considered by others to be formal or uncomfortable, the sari has multiple definitions. Conventionally an unstitched drape wrapped around the body, which can be draped in a variety of ways, its unfixed form has enabled it to morph and absorb changing cultural influences."
Exhibition,"Sarah Sze, The Waiting Room",19 May 2023 – 16 Sep 2023,,"London, United Kingdom",https://www.artrabbit.com/events/sarah-sze-the-waiting-room,img.artrabbit.com/events/sarah-sze-the-waiting-room/images/Ro5Fz8JzbXjE/350x233/2023TWR-001-1.jpg,"Sarah Sze, The Waiting Room","For her long-awaited project with Artangel, New York-based artist Sarah Sze is transforming a large Victorian waiting room at Peckham Rye Station that has lain empty for almost 50 years. An atmospheric construction of cascading lines emerges from the centre of the vaulted waiting room to create a mesmerising model of a fragile world. A multitude of flickering videos illuminate the structure and swirl around the space, conveying the velocity and volatility of living in the age of the smartphone."
Exhibition,China’s hidden century.,18 May 2023 – 08 Oct 2023,British Museum,"London, United Kingdom",https://www.artrabbit.com/events/chinas-hidden-century,img.artrabbit.com/events/chinas-hidden-century/images/dsdUpUBh14zq/350x204/Unidentified-artist-Portrait-of-Lady-Li-Lu-Xifu-s-Wife-Ink-and-colour-on-paper-C-1876.jpg,China’s hidden century.,"In a global first, the resilience and innovation of 19th-century China is revealed in a major new exhibition. Between 1796 and 1912 Qing China endured numerous civil uprisings and foreign wars, with revolution ultimately bringing an end to some 2,000 years of dynastic rule and giving way to a modern Chinese republic. This period of violence and turmoil was also one of extraordinary creativity, driven by political, cultural and technological change. In the shadow of these events lie stories of remarkable individuals – at court, in armies, in booming cosmopolitan cities and on the global stage. "
Exhibition,Avedon: Glamorous,17 May 2023 – 11 Aug 2023,Hamiltons Gallery,"London, United Kingdom",https://www.artrabbit.com/events/avedon-glamorous,img.artrabbit.com/events/avedon-glamorous/images/lGCcJWPLRwW5/350x263/Richard-Avedon-Sunny-Harnett-and-Alla-evening-dresses-by-Balmain-casino-Le-Touquet-August-1954.jpg,Avedon: Glamorous,Hamiltons is pleased to presented Avedon: Glamorous in celebration of the centenary of Richard Avedon’s birth. Richard Avedon
Art Fair,Art Yard Sale,14 May 2023 – 03 Sep 2023,www.eyepopincandy.uk,"Woodford Green, United Kingdom",https://www.artrabbit.com/events/art-yard-sale,img.artrabbit.com/events/art-yard-sale/images/XhKtopffHnBu/350x435/E8C6D1D0-8196-4129-8AF2-FF846E426E6B.jpg,Art Yard Sale,"Original art for sale, by myself Steven Haddock. Steven Haddock"
Exhibition,Retrofit 23: Towards Deep Retrofit of Homes at Scale,10 May 2023 – 29 Sep 2023,Building Centre,"London, United Kingdom",https://www.artrabbit.com/events/retrofit-23-towards-deep-retrofit-of-homes-at-scale,img.artrabbit.com/events/retrofit-23-towards-deep-retrofit-of-homes-at-scale/images/JAGkmZibRDvD/350x233/adobestock-390599290.jpg,Retrofit 23: Towards Deep Retrofit of Homes at Scale,"Retrofit 23 looks at how we achieve residential retrofitting at scale and focuses on how improving the performance of a home brings economic, social, and environmental benefits. The need to retrofit existing buildings is currently one of the biggest challenges in the built environment and will be for the next 20 years if we are going to meet the government’s target of net zero by 2050."
Exhibition,Squidgy World,10 May 2023 – 05 Aug 2023,Turf Projects,"Croydon, United Kingdom",https://www.artrabbit.com/events/squidgy-world,img.artrabbit.com/events/squidgy-world/images/nY0fHKM1WHyH/350x350/Squidgy-World-Turf-Projects.jpg,Squidgy World,"Magic, joy, humour and play. ‘Squidgy World’ takes concepts of tactility and transforms Turf Projects into a space for resting, playing, and being. Take a break from the day-to-day and explore the unexpected in the shopping centre. Pick up and handle the artworks; engage with objects and ideas virtually and physically. Contrary to the typical gallery experience, in ‘Squidgy World’ we invite you to both look and touch. "
Exhibition,Saint Francis of Assisi.,06 May 2023 – 30 Jul 2023,The National Gallery,"London, United Kingdom",https://www.artrabbit.com/events/saint-francis-of-assisi,img.artrabbit.com/events/saint-francis-of-assisi/images/MBTjeyuSzujc/350x345/Detail-from-Francisco-de-Zurbarán-Saint-Francis-in-Meditation-1635-9-The-National-Gallery-London.jpg,Saint Francis of Assisi.,"Come face-to-face with one of history’s most inspirational and revered figures in the first major UK art exhibition to explore Saint Francis of Assisi’s life and legacy. Presenting the art and imagery of Saint Francis (1182–1226) from the 13th century to today, this exhibition looks at why this saint is a figure of enormous relevance to our time due to his spiritual radicalism, commitment to the poor, and love of God and nature, as well as his powerful appeals for peace, and openness to dialogue with other religions."
Exhibition,Luxury and power: Persia to Greece,04 May 2023 – 13 Aug 2023,British Museum,"London, United Kingdom",https://www.artrabbit.com/events/luxury-and-power-persia-to-greece,img.artrabbit.com/events/luxury-and-power-persia-to-greece/images/cBEHkV2nOiiV/350x231/Luxury-and-power-Persia-to-Greece-Hero-image.jpg,Luxury and power: Persia to Greece,"'Treasure there was in plenty – tents full of gold and silver furniture… bowls, goblets, and cups, all made of gold' When Greek soldiers captured the royal command tent of the Persian king during the Greco-Persian Wars (499–449 BC), they were confronted suddenly and spectacularly by luxury on an unimaginable scale. To many ancient Greek writers, the victories of the small Greek forces against the mighty Persians were a triumph of discipline and restraint over an empire weakened by decadence and excess."
Exhibition,Georgia Clemson - The vessel that contains me,03 May 2023 – 31 Aug 2023,Free Space Project,"London, United Kingdom",https://www.artrabbit.com/events/georgia-clemson-the-vessel-that-contains-me,img.artrabbit.com/events/georgia-clemson-the-vessel-that-contains-me/images/EOON6dwj4Pho/350x469/Main-flyer-image-georgia.jpg,Georgia Clemson - The vessel that contains me,"Please join us for a private view with drinks and refreshments for our upcoming exhibition on the 3rd May 'The Vessel That Contains Me' featuring the works of Georgia Clemson. Every human body has physical and emotional limits, and like the border of a geographical territory, these boundaries can be hard, blurred or fragmented. There are many things that we cannot control about our health and the world around us, but we can feel empowered to make decisions about how we treat ourselves, and how we interact with our environment. In ‘The Vessel That Contains Me’, Georgia Clemson presents a series of photograms that celebrate the body as both a sacred site and a vessel that will carry you throughout your life."
Exhibition,The London Group Open 2023 Call for Entries,02 May 2023 – 05 Sep 2023,Copeland Gallery,"London, United Kingdom",https://www.artrabbit.com/events/the-london-group-open-2023-call-for-entries,img.artrabbit.com/events/the-london-group-open-2023-call-for-entries/images/hhwBdyeNFjmB/350x233/Barbara-Nati-Shooting-clouds-Stratocumulus.jpg,The London Group Open 2023 Call for Entries,"The London Group is now accepting entries for its 85th Open exhibition, which will take place in November at Copeland Gallery in London with £10,000 in prizes. The London Group was founded in 1913 and has gone on to successfully nurture the careers of many of Britain’s best-known artists. "
Exhibition,James Turrell x Lalique,01 May 2023 – 26 Jul 2023,Lalique Art,"London, United Kingdom",https://www.artrabbit.com/events/james-turrell-x-lalique,img.artrabbit.com/events/james-turrell-x-lalique/images/ZNIXNMaOPHuF/350x525/DSC-4375.jpg,James Turrell x Lalique,"James Turrell, the creator of large-scale installations, has moved the 'outside light inside'. The artist began his collaboration with Lalique by designing two perfume bottles... He then decided to create light panels in Lalique crystal, of which only forty-two were produced. ""By giving shape to this liquid glass, René Lalique created a work of light. As I did with my panel, which echoes another of my works, Aten Reign, exhibited at the Guggenheim in 2013. There is the same play on the distribution and change of colours. Unlike paint, the more colours you mix, the whiter the light becomes."""
Exhibition,Eric Gyamfi: Fixing Shadows – Julius and I,28 Apr 2023 – 02 Sep 2023,Autograph,"London, United Kingdom",https://www.artrabbit.com/events/eric-gyamfi-fixing-shadows-julius-and-i,img.artrabbit.com/events/eric-gyamfi-fixing-shadows-julius-and-i/images/eSzNo0RgmDI5/350x233/EricGyamfi-KElliott-03.jpg,Eric Gyamfi: Fixing Shadows – Julius and I,"How photography can shift meanings and histories – ‘fixing shadows’ of legacy, absence, and revival Eric Gyamfi transforms the gallery into a monochromatic cosmos, examining how photography can shift meanings and histories – ‘fixing shadows’ of legacy, absence, and revival. Six thousand cyanotype prints densely cover the gallery walls in the first UK solo exhibition of the artist’s work. In each one, Gyamfi blends his own image with a portrait of the transgressive, African American composer Julius Eastman (1940-1990)."
